opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000195,195,ACC003351,Opportunity 195,Closed Won,15606.05,100.0,2023-11-29,2023-08-04,Messe,Bestandskunde - Zusatzprodukt,
OPP00000196,,ACC014878,Opportunity 196,Qualifizierung,10581.32,56.5,2025-01-25,2024-09-19,Messe,Bestandskunde - Upgrade,4927
OPP00000197,,ACC015087,Opportunity 197,Angebot,27582.54,74.6,2022-12-16,2022-09-11,Telefonakquise,Bestandskunde - Zusatzprodukt,4814
OPP00000198,,ACC019460,Opportunity 198,Verhandlung,44068.75,26.3,2023-02-13,2022-11-21,Webseite,Bestandskunde - Zusatzprodukt,9701
OPP00000199,199,ACC008576,Opportunity 199,Closed Won,14251.24,100.0,2023-12-22,2023-10-31,Empfehlung,Neukunde,8056
OPP00000200,200,ACC008851,Opportunity 200,Closed Won,14474.14,100.0,2021-03-03,2021-01-17,Social Media,Neukunde,11722
OPP00000201,,ACC007778,Opportunity 201,Closed Lost,21371.4,0.0,2021-08-22,2021-02-26,Webseite,Neukunde,1256
OPP00000202,202,ACC005638,Opportunity 202,Closed Won,7473.12,100.0,2024-01-11,2023-12-04,Webseite,Neukunde,11310
OPP00000203,,ACC000445,Opportunity 203,Verhandlung,17337.64,25.4,2022-07-04,2022-01-12,Partner,Bestandskunde - Upgrade,2211
OPP00000204,,ACC014650,Opportunity 204,Qualifizierung,2617.08,62.2,2024-11-19,2024-08-14,Telefonakquise,Bestandskunde - Upgrade,
OPP00000205,,ACC005684,Opportunity 205,Angebot,6724.01,43.7,2024-01-30,2023-09-24,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00000206,,ACC004687,Opportunity 206,Verhandlung,33063.81,38.8,2023-10-15,2023-07-31,Empfehlung,Bestandskunde - Zusatzprodukt,15045
OPP00000207,,ACC019579,Opportunity 207,Verhandlung,30370.0,44.5,2023-03-11,2022-11-11,Empfehlung,Bestandskunde - Zusatzprodukt,965
OPP00000208,,ACC008151,Opportunity 208,Verhandlung,8814.78,17.8,2025-02-04,2024-12-03,Social Media,Bestandskunde - Upgrade,3753
OPP00000209,209,ACC012322,Opportunity 209,Closed Won,30471.77,100.0,2022-07-12,2022-01-25,Social Media,Neukunde,5273
OPP00000210,,ACC011569,Opportunity 210,Closed Lost,45871.86,0.0,2024-06-17,2023-12-31,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000211,,ACC009904,Opportunity 211,Closed Lost,1058.65,0.0,2024-01-20,2023-09-27,Messe,Bestandskunde - Upgrade,
OPP00000212,,ACC018044,Opportunity 212,Verhandlung,25674.54,21.7,2022-01-07,2021-09-14,Messe,Bestandskunde - Zusatzprodukt,11240
OPP00000213,,ACC015340,Opportunity 213,Interessent,26373.72,74.6,2023-07-30,2023-06-05,Empfehlung,Bestandskunde - Upgrade,11301
OPP00000214,,ACC002501,Opportunity 214,Closed Lost,15375.68,0.0,2024-03-31,2024-02-18,Telefonakquise,Bestandskunde - Upgrade,
OPP00000215,,ACC011385,Opportunity 215,Qualifizierung,35220.9,18.7,2025-02-05,2024-12-03,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000216,,ACC009770,Opportunity 216,Verhandlung,938.88,31.6,2024-07-10,2024-03-16,Telefonakquise,Bestandskunde - Upgrade,
OPP00000217,,ACC019617,Opportunity 217,Angebot,28731.31,37.8,2022-12-27,2022-09-04,Empfehlung,Neukunde,15893
OPP00000218,,ACC018286,Opportunity 218,Qualifizierung,23440.49,46.8,2024-12-28,2024-08-05,Empfehlung,Neukunde,
OPP00000219,,ACC016782,Opportunity 219,Verhandlung,49082.42,20.7,2023-01-25,2022-12-25,Empfehlung,Neukunde,14188
OPP00000220,,ACC002465,Opportunity 220,Qualifizierung,16801.21,53.6,2025-06-28,2025-05-14,Telefonakquise,Neukunde,
OPP00000221,,ACC000799,Opportunity 221,Angebot,30221.84,38.0,2021-07-12,2021-04-25,Empfehlung,Bestandskunde - Upgrade,
OPP00000222,,ACC018244,Opportunity 222,Verhandlung,28345.95,72.1,2024-09-13,2024-05-29,Empfehlung,Neukunde,7498
OPP00000223,,ACC004232,Opportunity 223,Verhandlung,28624.13,38.8,2025-07-30,2025-06-07,Partner,Bestandskunde - Zusatzprodukt,
OPP00000224,,ACC019047,Opportunity 224,Closed Lost,28513.72,0.0,2024-08-29,2024-07-05,Telefonakquise,Bestandskunde - Upgrade,4430
OPP00000225,,ACC008182,Opportunity 225,Angebot,21048.33,70.5,2024-01-07,2023-11-05,Messe,Bestandskunde - Upgrade,14702
OPP00000226,,ACC005078,Opportunity 226,Angebot,46562.03,38.3,2023-09-17,2023-05-27,Social Media,Neukunde,3699
OPP00000227,,ACC011481,Opportunity 227,Angebot,3400.91,41.3,2024-05-20,2023-12-26,Empfehlung,Bestandskunde - Upgrade,15420
OPP00000228,,ACC002812,Opportunity 228,Qualifizierung,28175.27,66.1,2021-07-19,2021-01-22,Webseite,Bestandskunde - Zusatzprodukt,8098
OPP00000229,,ACC011974,Opportunity 229,Verhandlung,9210.81,24.0,2022-01-05,2021-11-13,Empfehlung,Bestandskunde - Zusatzprodukt,11244
OPP00000230,,ACC006030,Opportunity 230,Qualifizierung,18423.26,26.6,2022-09-24,2022-07-02,Partner,Neukunde,3412
OPP00000231,,ACC014769,Opportunity 231,Angebot,14958.7,76.3,2022-10-03,2022-04-13,Partner,Bestandskunde - Upgrade,11624
OPP00000232,,ACC015331,Opportunity 232,Angebot,12380.31,30.8,2025-05-18,2025-01-19,Partner,Neukunde,2445
OPP00000233,233,ACC006112,Opportunity 233,Closed Won,28369.53,100.0,2023-07-12,2023-02-28,Empfehlung,Neukunde,15228
OPP00000234,,ACC013986,Opportunity 234,Verhandlung,28985.26,19.2,2023-05-27,2023-03-21,Messe,Bestandskunde - Upgrade,1820
OPP00000235,,ACC005313,Opportunity 235,Angebot,12947.0,18.6,2021-09-27,2021-04-05,Messe,Neukunde,
OPP00000236,,ACC018522,Opportunity 236,Qualifizierung,40661.43,68.6,2023-07-24,2023-02-25,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00000237,,ACC016507,Opportunity 237,Closed Lost,6013.29,0.0,2022-02-13,2021-11-11,Messe,Bestandskunde - Upgrade,1016
OPP00000238,238,ACC005169,Opportunity 238,Closed Won,19874.34,100.0,2023-05-14,2023-02-28,Partner,Bestandskunde - Zusatzprodukt,
OPP00000239,,ACC015716,Opportunity 239,Interessent,32043.77,17.0,2024-11-27,2024-07-15,Messe,Bestandskunde - Upgrade,12195
OPP00000240,,ACC002730,Opportunity 240,Angebot,6580.06,25.2,2025-09-12,2025-05-29,Empfehlung,Bestandskunde - Zusatzprodukt,5484
OPP00000241,,ACC013704,Opportunity 241,Interessent,23475.95,46.7,2022-08-05,2022-03-01,Webseite,Bestandskunde - Zusatzprodukt,
OPP00000242,,ACC007551,Opportunity 242,Interessent,49328.88,66.6,2023-04-18,2022-11-12,Partner,Neukunde,11169
OPP00000243,,ACC004313,Opportunity 243,Qualifizierung,30605.25,76.9,2025-07-12,2025-02-14,Webseite,Bestandskunde - Upgrade,
OPP00000244,244,ACC017502,Opportunity 244,Closed Won,31598.27,100.0,2021-09-28,2021-08-03,Empfehlung,Bestandskunde - Upgrade,3768
OPP00000245,,ACC015107,Opportunity 245,Closed Lost,21515.55,0.0,2022-04-29,2021-11-04,Webseite,Bestandskunde - Upgrade,14362
OPP00000246,,ACC009441,Opportunity 246,Interessent,18362.67,33.1,2024-01-27,2023-10-10,Messe,Neukunde,2706
OPP00000247,,ACC015311,Opportunity 247,Qualifizierung,46254.51,12.4,2023-02-24,2022-12-01,Partner,Bestandskunde - Upgrade,
OPP00000248,,ACC010429,Opportunity 248,Closed Lost,26652.34,0.0,2023-10-15,2023-04-30,Webseite,Bestandskunde - Upgrade,12397
OPP00000249,,ACC006262,Opportunity 249,Closed Lost,33992.34,0.0,2021-10-06,2021-08-01,Social Media,Bestandskunde - Zusatzprodukt,6608
OPP00000250,,ACC002605,Opportunity 250,Closed Lost,8025.45,0.0,2022-01-29,2021-09-14,Empfehlung,Neukunde,15414
OPP00000251,251,ACC004572,Opportunity 251,Closed Won,16248.38,100.0,2024-10-19,2024-06-10,Social Media,Bestandskunde - Upgrade,3396
OPP00000252,252,ACC014115,Opportunity 252,Closed Won,1475.26,100.0,2022-05-14,2022-04-04,Social Media,Neukunde,14555
OPP00000253,,ACC004026,Opportunity 253,Interessent,13067.17,23.3,2021-11-03,2021-08-18,Partner,Bestandskunde - Upgrade,9849
OPP00000254,254,ACC000821,Opportunity 254,Closed Won,22104.05,100.0,2023-01-13,2022-11-12,Telefonakquise,Bestandskunde - Zusatzprodukt,13845
OPP00000255,,ACC017105,Opportunity 255,Angebot,44073.83,60.5,2022-10-14,2022-07-22,Partner,Bestandskunde - Zusatzprodukt,2697
OPP00000256,,ACC002374,Opportunity 256,Qualifizierung,21394.34,13.4,2023-11-12,2023-09-17,Messe,Bestandskunde - Zusatzprodukt,4721
OPP00000257,,ACC004700,Opportunity 257,Closed Lost,43754.36,0.0,2023-09-02,2023-03-09,Social Media,Neukunde,
OPP00000258,,ACC004321,Opportunity 258,Angebot,26747.37,58.3,2023-11-29,2023-07-16,Partner,Neukunde,
OPP00000259,259,ACC009314,Opportunity 259,Closed Won,5048.13,100.0,2023-03-08,2023-01-05,Telefonakquise,Neukunde,
OPP00000260,,ACC008964,Opportunity 260,Qualifizierung,35080.87,77.4,2024-05-06,2024-01-10,Webseite,Neukunde,
OPP00000261,,ACC001442,Opportunity 261,Closed Lost,40319.91,0.0,2023-10-23,2023-09-08,Telefonakquise,Neukunde,13997
OPP00000262,,ACC005031,Opportunity 262,Qualifizierung,44660.3,77.0,2022-04-04,2022-01-10,Webseite,Bestandskunde - Zusatzprodukt,
OPP00000263,,ACC011268,Opportunity 263,Qualifizierung,17826.66,55.3,2022-11-04,2022-09-29,Messe,Bestandskunde - Zusatzprodukt,
OPP00000264,,ACC007484,Opportunity 264,Verhandlung,39311.23,54.1,2023-09-18,2023-07-16,Messe,Bestandskunde - Upgrade,181
OPP00000265,265,ACC008982,Opportunity 265,Closed Won,1827.04,100.0,2025-09-12,2025-06-25,Social Media,Bestandskunde - Upgrade,3882
OPP00000266,,ACC017800,Opportunity 266,Verhandlung,41104.39,50.8,2025-07-03,2025-01-23,Empfehlung,Neukunde,7812
OPP00000267,,ACC007778,Opportunity 267,Closed Lost,18914.25,0.0,2021-10-23,2021-05-22,Telefonakquise,Neukunde,3969
OPP00000268,,ACC002760,Opportunity 268,Qualifizierung,42558.41,55.7,2021-12-03,2021-10-08,Partner,Neukunde,2243
OPP00000269,,ACC012079,Opportunity 269,Interessent,17832.08,25.0,2022-02-18,2021-10-08,Partner,Bestandskunde - Upgrade,10509
OPP00000270,270,ACC017879,Opportunity 270,Closed Won,30787.16,100.0,2024-09-07,2024-05-25,Webseite,Neukunde,9844
OPP00000271,271,ACC004330,Opportunity 271,Closed Won,27603.86,100.0,2023-09-03,2023-04-17,Partner,Bestandskunde - Zusatzprodukt,
OPP00000272,,ACC018185,Opportunity 272,Angebot,43311.74,44.6,2024-12-19,2024-07-23,Messe,Bestandskunde - Upgrade,
OPP00000273,273,ACC006664,Opportunity 273,Closed Won,22828.1,100.0,2023-06-29,2023-05-17,Social Media,Neukunde,
OPP00000274,,ACC018572,Opportunity 274,Verhandlung,27638.6,42.4,2023-10-24,2023-06-07,Partner,Neukunde,2601
OPP00000275,,ACC001234,Opportunity 275,Qualifizierung,32278.2,62.1,2022-08-14,2022-06-20,Partner,Neukunde,6586
OPP00000276,,ACC003870,Opportunity 276,Closed Lost,25019.4,0.0,2024-02-12,2023-12-27,Social Media,Bestandskunde - Upgrade,7821
OPP00000277,,ACC005085,Opportunity 277,Closed Lost,40479.64,0.0,2025-01-31,2024-12-24,Telefonakquise,Neukunde,13421
OPP00000278,,ACC019171,Opportunity 278,Verhandlung,9380.18,14.9,2024-05-04,2024-01-11,Telefonakquise,Bestandskunde - Upgrade,5793
OPP00000279,,ACC010447,Opportunity 279,Interessent,1214.93,26.4,2023-10-02,2023-08-29,Telefonakquise,Bestandskunde - Zusatzprodukt,9300
OPP00000280,,ACC012798,Opportunity 280,Angebot,13883.49,21.1,2021-07-02,2021-03-21,Webseite,Neukunde,11625
OPP00000281,281,ACC009093,Opportunity 281,Closed Won,7223.02,100.0,2025-03-24,2025-01-10,Empfehlung,Bestandskunde - Upgrade,
OPP00000282,,ACC007061,Opportunity 282,Angebot,9295.56,50.0,2022-01-19,2021-11-21,Messe,Neukunde,11138
OPP00000283,283,ACC000840,Opportunity 283,Closed Won,11617.23,100.0,2024-01-29,2023-10-15,Partner,Neukunde,11353
OPP00000284,,ACC010070,Opportunity 284,Closed Lost,40114.34,0.0,2023-03-25,2022-12-20,Empfehlung,Bestandskunde - Zusatzprodukt,6195
OPP00000285,,ACC009618,Opportunity 285,Angebot,23627.65,51.1,2022-01-09,2021-10-10,Webseite,Bestandskunde - Zusatzprodukt,9407
OPP00000286,,ACC019009,Opportunity 286,Angebot,40589.76,44.9,2025-01-13,2024-11-14,Webseite,Neukunde,915
OPP00000287,,ACC013545,Opportunity 287,Angebot,43857.57,22.2,2022-12-11,2022-08-09,Partner,Neukunde,1105
OPP00000288,288,ACC017536,Opportunity 288,Closed Won,48155.51,100.0,2021-07-14,2021-06-09,Partner,Neukunde,13509
OPP00000289,289,ACC013332,Opportunity 289,Closed Won,40936.99,100.0,2025-02-05,2024-12-19,Social Media,Bestandskunde - Zusatzprodukt,4815
OPP00000290,,ACC018551,Opportunity 290,Qualifizierung,35162.98,62.6,2025-01-27,2024-09-21,Social Media,Bestandskunde - Zusatzprodukt,298
OPP00000291,,ACC004989,Opportunity 291,Closed Lost,45089.3,0.0,2025-06-28,2025-04-15,Webseite,Bestandskunde - Zusatzprodukt,820
OPP00000292,,ACC005846,Opportunity 292,Closed Lost,1187.01,0.0,2022-01-05,2021-11-03,Partner,Bestandskunde - Zusatzprodukt,
OPP00000293,,ACC005049,Opportunity 293,Qualifizierung,31498.59,41.8,2021-09-18,2021-03-26,Telefonakquise,Bestandskunde - Zusatzprodukt,2585
OPP00000294,,ACC013952,Opportunity 294,Verhandlung,9314.55,19.6,2022-05-10,2021-12-15,Partner,Neukunde,
OPP00000295,,ACC004325,Opportunity 295,Angebot,22615.38,69.2,2025-04-15,2024-11-03,Social Media,Bestandskunde - Zusatzprodukt,5512
OPP00000296,,ACC017366,Opportunity 296,Verhandlung,19147.34,78.7,2022-01-09,2021-07-13,Messe,Bestandskunde - Zusatzprodukt,693
OPP00000297,,ACC011215,Opportunity 297,Interessent,48633.14,35.3,2024-01-07,2023-08-04,Telefonakquise,Neukunde,13824
OPP00000298,,ACC009111,Opportunity 298,Angebot,21097.35,54.2,2025-08-22,2025-06-13,Social Media,Bestandskunde - Zusatzprodukt,3870
OPP00000299,,ACC005560,Opportunity 299,Angebot,5579.09,33.2,2023-02-07,2022-10-27,Empfehlung,Neukunde,
OPP00000300,,ACC002512,Opportunity 300,Qualifizierung,34362.46,30.5,2023-04-08,2023-03-02,Partner,Bestandskunde - Zusatzprodukt,11331
OPP00000301,,ACC015795,Opportunity 301,Closed Lost,48188.05,0.0,2025-02-03,2024-10-04,Webseite,Bestandskunde - Zusatzprodukt,14609
OPP00000302,302,ACC013478,Opportunity 302,Closed Won,21892.65,100.0,2023-04-13,2023-02-26,Partner,Bestandskunde - Upgrade,13421
OPP00000303,303,ACC000974,Opportunity 303,Closed Won,38012.69,100.0,2021-11-26,2021-08-09,Empfehlung,Neukunde,
OPP00000304,,ACC002586,Opportunity 304,Closed Lost,5939.95,0.0,2024-04-28,2024-03-24,Social Media,Bestandskunde - Zusatzprodukt,15263
OPP00000305,,ACC017310,Opportunity 305,Interessent,21046.42,79.3,2023-02-21,2022-12-03,Social Media,Bestandskunde - Upgrade,
OPP00000306,,ACC002020,Opportunity 306,Angebot,48796.11,57.9,2021-05-07,2021-01-27,Webseite,Bestandskunde - Zusatzprodukt,
OPP00000307,,ACC007265,Opportunity 307,Angebot,48246.09,27.8,2025-02-19,2024-12-24,Partner,Bestandskunde - Upgrade,13342
OPP00000308,,ACC014563,Opportunity 308,Verhandlung,34652.78,17.4,2021-07-07,2021-04-19,Messe,Neukunde,12822
OPP00000309,309,ACC004704,Opportunity 309,Closed Won,6895.68,100.0,2024-01-09,2023-09-20,Messe,Neukunde,5320
OPP00000310,310,ACC013567,Opportunity 310,Closed Won,27726.29,100.0,2023-03-30,2022-11-10,Messe,Bestandskunde - Upgrade,
OPP00000311,311,ACC000895,Opportunity 311,Closed Won,6443.31,100.0,2022-07-25,2022-03-15,Webseite,Neukunde,1325
OPP00000312,,ACC018593,Opportunity 312,Interessent,27231.11,79.7,2024-11-14,2024-08-22,Social Media,Neukunde,474
OPP00000313,313,ACC002958,Opportunity 313,Closed Won,35566.43,100.0,2024-04-30,2024-03-16,Empfehlung,Bestandskunde - Zusatzprodukt,3796
OPP00000314,,ACC000420,Opportunity 314,Closed Lost,20699.63,0.0,2023-06-23,2023-01-07,Messe,Bestandskunde - Upgrade,5086
OPP00000315,315,ACC004299,Opportunity 315,Closed Won,13073.52,100.0,2023-03-17,2022-12-30,Messe,Bestandskunde - Upgrade,4195
OPP00000316,316,ACC012687,Opportunity 316,Closed Won,9134.78,100.0,2023-01-22,2022-12-11,Empfehlung,Bestandskunde - Zusatzprodukt,199
OPP00000317,,ACC011617,Opportunity 317,Angebot,18117.46,74.8,2024-01-28,2023-09-03,Webseite,Bestandskunde - Zusatzprodukt,6609
OPP00000318,318,ACC003261,Opportunity 318,Closed Won,32193.8,100.0,2025-03-24,2024-11-18,Messe,Neukunde,14409
OPP00000319,,ACC010266,Opportunity 319,Angebot,38597.84,29.4,2025-04-19,2024-12-22,Telefonakquise,Bestandskunde - Upgrade,
OPP00000320,320,ACC019956,Opportunity 320,Closed Won,24803.14,100.0,2022-06-24,2022-03-03,Telefonakquise,Neukunde,
OPP00000321,321,ACC015592,Opportunity 321,Closed Won,43937.78,100.0,2025-05-27,2025-03-30,Webseite,Neukunde,15480
OPP00000322,,ACC019140,Opportunity 322,Interessent,22217.4,71.9,2023-07-26,2023-06-21,Social Media,Bestandskunde - Zusatzprodukt,
OPP00000323,,ACC000239,Opportunity 323,Angebot,32561.19,69.9,2023-01-07,2022-08-05,Telefonakquise,Neukunde,
OPP00000324,,ACC000513,Opportunity 324,Verhandlung,10902.96,62.2,2021-06-11,2021-04-21,Social Media,Bestandskunde - Upgrade,
OPP00000325,,ACC005512,Opportunity 325,Angebot,6956.76,50.8,2025-08-25,2025-03-11,Partner,Neukunde,
OPP00000326,,ACC007772,Opportunity 326,Verhandlung,43231.05,13.0,2023-07-15,2023-05-01,Empfehlung,Neukunde,
OPP00000327,,ACC014027,Opportunity 327,Angebot,11385.76,30.7,2023-12-06,2023-08-03,Telefonakquise,Bestandskunde - Upgrade,11836
OPP00000328,,ACC001844,Opportunity 328,Qualifizierung,10037.88,14.4,2022-06-01,2022-03-31,Messe,Bestandskunde - Upgrade,11099
OPP00000329,,ACC012339,Opportunity 329,Closed Lost,8438.02,0.0,2023-03-10,2022-11-21,Messe,Bestandskunde - Zusatzprodukt,12920
OPP00000330,,ACC009690,Opportunity 330,Interessent,35925.8,50.2,2023-01-30,2022-08-12,Empfehlung,Bestandskunde - Zusatzprodukt,1212
OPP00000331,331,ACC008713,Opportunity 331,Closed Won,16999.36,100.0,2022-02-05,2021-11-15,Partner,Neukunde,8732
OPP00000332,332,ACC013797,Opportunity 332,Closed Won,48557.43,100.0,2023-06-16,2023-05-13,Telefonakquise,Neukunde,11218
OPP00000333,,ACC009605,Opportunity 333,Closed Lost,27226.55,0.0,2024-06-10,2024-04-10,Empfehlung,Neukunde,6907
OPP00000334,,ACC001834,Opportunity 334,Angebot,1992.87,38.4,2023-04-09,2022-11-04,Empfehlung,Bestandskunde - Upgrade,11777
OPP00000335,,ACC015752,Opportunity 335,Verhandlung,31541.56,40.5,2023-07-24,2023-05-04,Messe,Bestandskunde - Zusatzprodukt,15452
OPP00000336,,ACC017253,Opportunity 336,Closed Lost,37466.37,0.0,2024-09-08,2024-07-06,Telefonakquise,Bestandskunde - Zusatzprodukt,15007
OPP00000337,,ACC003439,Opportunity 337,Interessent,20895.39,62.1,2024-07-10,2024-03-20,Messe,Neukunde,
OPP00000338,,ACC007814,Opportunity 338,Interessent,14106.31,47.4,2024-11-23,2024-08-01,Partner,Bestandskunde - Upgrade,
OPP00000339,,ACC008375,Opportunity 339,Interessent,13196.8,70.8,2024-10-13,2024-05-27,Telefonakquise,Bestandskunde - Upgrade,
OPP00000340,340,ACC016645,Opportunity 340,Closed Won,37769.91,100.0,2024-07-11,2024-04-21,Webseite,Bestandskunde - Upgrade,7227
OPP00000341,,ACC016713,Opportunity 341,Verhandlung,41290.02,56.5,2022-03-19,2022-02-04,Telefonakquise,Neukunde,7531
OPP00000342,342,ACC003081,Opportunity 342,Closed Won,13956.83,100.0,2021-08-21,2021-07-07,Messe,Neukunde,
OPP00000343,,ACC003230,Opportunity 343,Angebot,39747.34,57.5,2024-04-06,2024-02-26,Telefonakquise,Bestandskunde - Upgrade,
OPP00000344,,ACC014316,Opportunity 344,Closed Lost,45593.25,0.0,2021-04-30,2021-02-13,Partner,Bestandskunde - Zusatzprodukt,5750
OPP00000345,,ACC011145,Opportunity 345,Interessent,29239.44,70.6,2025-10-21,2025-05-20,Telefonakquise,Bestandskunde - Upgrade,13745
OPP00000346,,ACC010600,Opportunity 346,Angebot,15349.06,32.1,2024-10-28,2024-09-24,Messe,Neukunde,1486
OPP00000347,347,ACC003872,Opportunity 347,Closed Won,36032.23,100.0,2024-09-14,2024-04-30,Telefonakquise,Bestandskunde - Zusatzprodukt,3433
OPP00000348,,ACC008441,Opportunity 348,Angebot,20714.98,34.4,2022-06-18,2021-12-31,Webseite,Bestandskunde - Zusatzprodukt,6171
OPP00000349,349,ACC000535,Opportunity 349,Closed Won,36525.77,100.0,2023-07-26,2023-05-03,Messe,Bestandskunde - Zusatzprodukt,
OPP00000350,,ACC016507,Opportunity 350,Qualifizierung,30597.83,53.9,2023-01-09,2022-08-01,Telefonakquise,Bestandskunde - Zusatzprodukt,93
OPP00000351,,ACC017700,Opportunity 351,Verhandlung,22998.04,24.7,2025-08-28,2025-05-06,Social Media,Bestandskunde - Upgrade,
OPP00000352,,ACC013567,Opportunity 352,Interessent,22501.79,35.9,2023-06-02,2023-04-13,Empfehlung,Bestandskunde - Upgrade,
OPP00000353,353,ACC015901,Opportunity 353,Closed Won,30356.34,100.0,2024-03-29,2023-11-13,Partner,Bestandskunde - Zusatzprodukt,
OPP00000354,,ACC001444,Opportunity 354,Angebot,44259.72,74.6,2023-05-10,2022-11-15,Telefonakquise,Bestandskunde - Upgrade,
OPP00000355,355,ACC010467,Opportunity 355,Closed Won,7463.77,100.0,2021-09-24,2021-08-06,Messe,Bestandskunde - Upgrade,
OPP00000356,,ACC015302,Opportunity 356,Interessent,16668.53,31.4,2021-05-23,2021-01-01,Empfehlung,Neukunde,7217
OPP00000357,,ACC008050,Opportunity 357,Verhandlung,3449.5,55.8,2023-07-07,2023-06-04,Partner,Bestandskunde - Zusatzprodukt,14181
OPP00000358,,ACC018114,Opportunity 358,Closed Lost,25479.14,0.0,2022-08-25,2022-03-22,Telefonakquise,Bestandskunde - Upgrade,
OPP00000359,,ACC000600,Opportunity 359,Qualifizierung,25282.82,43.7,2025-11-08,2025-06-15,Webseite,Bestandskunde - Zusatzprodukt,
OPP00000360,,ACC008018,Opportunity 360,Angebot,4608.53,77.5,2022-03-30,2021-12-24,Social Media,Neukunde,
OPP00000361,,ACC011591,Opportunity 361,Qualifizierung,34460.49,37.5,2021-09-10,2021-07-08,Webseite,Bestandskunde - Upgrade,9574
OPP00000362,,ACC006837,Opportunity 362,Angebot,37129.62,59.0,2025-10-15,2025-04-25,Empfehlung,Neukunde,9328
OPP00000363,,ACC007360,Opportunity 363,Verhandlung,39454.5,67.5,2023-04-24,2023-02-17,Social Media,Bestandskunde - Zusatzprodukt,5425
OPP00000364,,ACC011917,Opportunity 364,Interessent,44973.45,77.5,2025-07-06,2025-01-18,Social Media,Neukunde,506
OPP00000365,365,ACC001656,Opportunity 365,Closed Won,4266.03,100.0,2023-12-25,2023-06-30,Telefonakquise,Bestandskunde - Zusatzprodukt,15464
OPP00000366,,ACC011116,Opportunity 366,Qualifizierung,35606.93,14.3,2022-07-16,2022-01-18,Webseite,Bestandskunde - Zusatzprodukt,5436
OPP00000367,367,ACC013266,Opportunity 367,Closed Won,522.63,100.0,2022-10-19,2022-07-29,Social Media,Bestandskunde - Zusatzprodukt,8087
OPP00000368,368,ACC014882,Opportunity 368,Closed Won,14660.35,100.0,2024-10-18,2024-07-02,Empfehlung,Bestandskunde - Upgrade,9514
OPP00000369,,ACC013508,Opportunity 369,Verhandlung,39204.33,16.4,2022-01-20,2021-08-08,Social Media,Bestandskunde - Upgrade,14667
OPP00000370,370,ACC003933,Opportunity 370,Closed Won,2226.84,100.0,2023-04-20,2023-02-06,Webseite,Neukunde,7753
OPP00000371,,ACC010102,Opportunity 371,Verhandlung,43986.5,36.8,2021-08-09,2021-03-15,Social Media,Bestandskunde - Zusatzprodukt,6376
