billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
487,15,2023-07-15,Electricity,256,107.8,Bezahlt
488,15,2023-08-15,Electricity,306,129.23,Bezahlt
489,15,2023-09-15,Electricity,379,128.82,Bezahlt
490,15,2023-10-15,Electricity,437,181.49,Offen
491,15,2023-11-15,Electricity,511,174.65,Bezahlt
492,15,2023-12-15,Electricity,533,184.32,Bezahlt
493,15,2024-01-15,Electricity,506,207.29,Bezahlt
494,15,2024-02-15,Electricity,502,200.66,Bezahlt
495,15,2024-03-15,Electricity,453,190.99,Bezahlt
496,15,2024-04-15,Electricity,347,151.14,Bezahlt
497,15,2024-05-15,Electricity,386,130.9,Bezahlt
498,15,2024-06-15,Electricity,277,111.67,Bezahlt
499,15,2024-07-15,Electricity,237,105.98,Bezahlt
500,15,2024-08-15,Electricity,282,107.37,Bezahlt
501,15,2024-09-15,Electricity,391,148.17,Bezahlt
502,15,2024-10-15,Electricity,434,164.51,Bezahlt
503,15,2024-11-15,Electricity,476,188.9,Bezahlt
504,15,2024-12-15,Electricity,497,191.4,Bezahlt
505,15,2025-01-15,Electricity,461,171.26,Bezahlt
506,15,2025-02-15,Electricity,523,208.29,Bezahlt
507,15,2025-03-15,Electricity,429,158.34,Bezahlt
508,15,2025-04-15,Electricity,403,169.92,Bezahlt
509,15,2025-05-15,Electricity,396,157.46,Offen
510,15,2025-06-15,Electricity,295,123.41,Bezahlt
511,16,2023-01-15,Electricity,456,185.47,Bezahlt
512,16,2023-02-15,Electricity,500,173.44,Bezahlt
513,16,2023-03-15,Electricity,369,142.63,Bezahlt
514,16,2023-04-15,Electricity,364,144.48,Überfällig
515,16,2023-05-15,Electricity,365,129.69,Bezahlt
516,16,2023-06-15,Electricity,234,83.77,Bezahlt
517,16,2023-07-15,Electricity,233,90.37,Bezahlt
518,16,2023-08-15,Electricity,252,98.9,Bezahlt
519,16,2023-09-15,Electricity,393,151.86,Bezahlt
520,16,2023-10-15,Electricity,411,153.43,Bezahlt
521,16,2023-11-15,Electricity,458,167.47,Offen
522,16,2023-12-15,Electricity,542,195.28,Bezahlt
523,16,2024-01-15,Electricity,538,204.47,Bezahlt
524,16,2024-02-15,Electricity,521,201.8,Bezahlt
525,16,2024-03-15,Electricity,374,157.77,Bezahlt
526,16,2024-04-15,Electricity,377,151.44,Bezahlt
527,16,2024-05-15,Electricity,409,151.98,Bezahlt
528,16,2024-06-15,Electricity,310,112.82,Bezahlt
529,16,2024-07-15,Electricity,286,106.05,Bezahlt
530,16,2024-08-15,Electricity,249,93.95,Bezahlt
531,16,2024-09-15,Electricity,336,126.68,Bezahlt
532,16,2024-10-15,Electricity,318,130.64,Bezahlt
533,16,2024-11-15,Electricity,427,149.26,Bezahlt
534,16,2024-12-15,Electricity,484,189.8,Offen
535,16,2025-01-15,Electricity,513,202.05,Bezahlt
536,16,2025-02-15,Electricity,403,154.61,Bezahlt
537,16,2025-03-15,Electricity,418,155.21,Bezahlt
538,16,2025-04-15,Electricity,391,159.04,Bezahlt
539,16,2025-05-15,Electricity,412,154.77,Bezahlt
540,16,2025-06-15,Electricity,269,114.77,Bezahlt
541,17,2023-01-15,Electricity,596,232.1,Bezahlt
542,17,2023-02-15,Electricity,537,220.69,Bezahlt
543,17,2023-03-15,Electricity,455,150.47,Bezahlt
544,17,2023-04-15,Electricity,468,154.05,Bezahlt
545,17,2023-05-15,Electricity,499,195.52,Überfällig
546,17,2023-06-15,Electricity,382,149.84,Bezahlt
547,17,2023-07-15,Electricity,331,127.17,Bezahlt
548,17,2023-08-15,Electricity,292,102.91,Bezahlt
549,17,2023-09-15,Electricity,488,206.75,Bezahlt
550,17,2023-10-15,Electricity,462,156.47,Bezahlt
551,17,2023-11-15,Electricity,458,176.44,Bezahlt
552,17,2023-12-15,Electricity,620,255.85,Bezahlt
553,17,2024-01-15,Electricity,516,214.85,Bezahlt
554,17,2024-02-15,Electricity,624,207.2,Bezahlt
555,17,2024-03-15,Electricity,560,210.07,Bezahlt
556,17,2024-04-15,Electricity,442,178.14,Bezahlt
557,17,2024-05-15,Electricity,443,188.72,Bezahlt
558,17,2024-06-15,Electricity,344,124.49,Bezahlt
559,17,2024-07-15,Electricity,355,121.9,Bezahlt
560,17,2024-08-15,Electricity,341,136.67,Bezahlt
561,17,2024-09-15,Electricity,500,207.74,Bezahlt
562,17,2024-10-15,Electricity,505,164.88,Offen
563,17,2024-11-15,Electricity,523,201.34,Bezahlt
564,17,2024-12-15,Electricity,665,273.4,Bezahlt
565,17,2025-01-15,Electricity,521,201.24,Bezahlt
566,17,2025-02-15,Electricity,571,198.51,Bezahlt
567,17,2025-03-15,Electricity,441,159.56,Offen
568,17,2025-04-15,Electricity,399,142.42,Bezahlt
569,17,2025-05-15,Electricity,419,169.16,Bezahlt
570,17,2025-06-15,Electricity,310,114.8,Bezahlt
571,18,2023-01-15,Electricity,318,128.11,Bezahlt
572,18,2023-01-15,Gas,1640,218.85,Offen
573,18,2023-02-15,Electricity,288,114.22,Bezahlt
574,18,2023-02-15,Gas,1500,151.85,Bezahlt
575,18,2023-03-15,Electricity,285,106.85,Bezahlt
576,18,2023-03-15,Gas,1010,121.4,Bezahlt
577,18,2023-04-15,Electricity,239,98.94,Bezahlt
578,18,2023-04-15,Gas,794,81.33,Offen
579,18,2023-05-15,Electricity,210,76.5,Bezahlt
580,18,2023-05-15,Gas,358,41.22,Bezahlt
581,18,2023-06-15,Electricity,187,83.85,Bezahlt
582,18,2023-06-15,Gas,175,29.92,Bezahlt
583,18,2023-07-15,Electricity,146,66.33,Bezahlt
584,18,2023-07-15,Gas,144,23.13,Bezahlt
585,18,2023-08-15,Electricity,181,74.42,Bezahlt
586,18,2023-08-15,Gas,115,21.53,Bezahlt
587,18,2023-09-15,Electricity,227,98.97,Bezahlt
588,18,2023-09-15,Gas,201,29.23,Bezahlt
589,18,2023-10-15,Electricity,205,89.53,Bezahlt
590,18,2023-10-15,Gas,625,65.9,Bezahlt
591,18,2023-11-15,Electricity,290,116.61,Bezahlt
592,18,2023-11-15,Gas,1230,134.13,Offen
593,18,2023-12-15,Electricity,288,99.41,Bezahlt
594,18,2023-12-15,Gas,1308,129.52,Bezahlt
595,18,2024-01-15,Electricity,340,138.73,Bezahlt
596,18,2024-01-15,Gas,1409,158.99,Bezahlt
597,18,2024-02-15,Electricity,305,133.7,Bezahlt
598,18,2024-02-15,Gas,1691,188.75,Bezahlt
599,18,2024-03-15,Electricity,238,92.65,Bezahlt
600,18,2024-03-15,Gas,1141,117.54,Bezahlt
601,18,2024-04-15,Electricity,266,116.53,Bezahlt
602,18,2024-04-15,Gas,733,87.56,Bezahlt
603,18,2024-05-15,Electricity,266,108.75,Bezahlt
604,18,2024-05-15,Gas,382,47.67,Bezahlt
605,18,2024-06-15,Electricity,165,72.54,Bezahlt
606,18,2024-06-15,Gas,155,26.84,Bezahlt
607,18,2024-07-15,Electricity,179,76.76,Bezahlt
608,18,2024-07-15,Gas,137,24.29,Bezahlt
609,18,2024-08-15,Electricity,169,79.14,Bezahlt
610,18,2024-08-15,Gas,147,26.4,Bezahlt
611,18,2024-09-15,Electricity,212,76.16,Bezahlt
612,18,2024-09-15,Gas,271,38.54,Bezahlt
613,18,2024-10-15,Electricity,241,89.48,Bezahlt
614,18,2024-10-15,Gas,497,65.87,Bezahlt
615,18,2024-11-15,Electricity,307,123.85,Bezahlt
616,18,2024-11-15,Gas,959,115.81,Bezahlt
617,18,2024-12-15,Electricity,292,121.42,Bezahlt
618,18,2024-12-15,Gas,1461,170.71,Bezahlt
619,18,2025-01-15,Electricity,326,116.25,Bezahlt
620,18,2025-01-15,Gas,1223,126.04,Bezahlt
621,18,2025-02-15,Electricity,291,120.32,Bezahlt
622,18,2025-02-15,Gas,1288,159.6,Bezahlt
623,18,2025-03-15,Electricity,220,92.07,Bezahlt
624,18,2025-03-15,Gas,1335,177.36,Bezahlt
625,18,2025-04-15,Electricity,258,100.37,Bezahlt
626,18,2025-04-15,Gas,698,95.27,Überfällig
627,18,2025-05-15,Electricity,211,88.27,Bezahlt
628,18,2025-05-15,Gas,271,36.11,Bezahlt
629,18,2025-06-15,Electricity,168,73.86,Bezahlt
630,18,2025-06-15,Gas,185,28.25,Bezahlt
631,19,2023-01-15,Electricity,1175,439.49,Bezahlt
632,19,2023-02-15,Electricity,1339,417.81,Bezahlt
633,19,2023-03-15,Electricity,848,342.14,Bezahlt
634,19,2023-04-15,Electricity,926,365.98,Überfällig
635,19,2023-05-15,Electricity,820,277.25,Bezahlt
636,19,2023-06-15,Electricity,709,242.93,Offen
637,19,2023-07-15,Electricity,619,255.48,Überfällig
638,19,2023-08-15,Electricity,556,230.18,Bezahlt
639,19,2023-09-15,Electricity,922,326.03,Bezahlt
640,19,2023-10-15,Electricity,950,321.36,Bezahlt
641,19,2023-11-15,Electricity,942,330.03,Bezahlt
642,19,2023-12-15,Electricity,1255,402.33,Bezahlt
643,19,2024-01-15,Electricity,1253,413.53,Bezahlt
644,19,2024-02-15,Electricity,1142,418.7,Bezahlt
645,19,2024-03-15,Electricity,1131,454.67,Bezahlt
646,19,2024-04-15,Electricity,1006,346.69,Bezahlt
647,19,2024-05-15,Electricity,899,317.97,Bezahlt
648,19,2024-06-15,Electricity,646,234.52,Bezahlt
649,19,2024-07-15,Electricity,552,207.74,Bezahlt
650,19,2024-08-15,Electricity,690,246.19,Bezahlt
651,19,2024-09-15,Electricity,1007,406.93,Offen
652,19,2024-10-15,Electricity,782,308.9,Bezahlt
653,19,2024-11-15,Electricity,1118,382.46,Bezahlt
654,19,2024-12-15,Electricity,1133,410.12,Bezahlt
655,19,2025-01-15,Electricity,1139,441.02,Bezahlt
656,19,2025-02-15,Electricity,1044,367.84,Bezahlt
657,19,2025-03-15,Electricity,1030,385.37,Überfällig
658,19,2025-04-15,Electricity,947,357.45,Bezahlt
659,19,2025-05-15,Electricity,1027,360.57,Bezahlt
660,19,2025-06-15,Electricity,676,259.64,Bezahlt
661,20,2023-01-15,Electricity,855,280.46,Bezahlt
662,20,2023-02-15,Electricity,664,217.44,Überfällig
663,20,2023-03-15,Electricity,716,281.13,Bezahlt
664,20,2023-04-15,Electricity,591,233.51,Bezahlt
665,20,2023-05-15,Electricity,646,264.26,Bezahlt
666,20,2023-06-15,Electricity,413,141.53,Bezahlt
667,20,2023-07-15,Electricity,352,152.04,Bezahlt
668,20,2023-08-15,Electricity,371,146.92,Bezahlt
669,20,2023-09-15,Electricity,605,216.83,Bezahlt
670,20,2023-10-15,Electricity,532,205.24,Bezahlt
671,20,2023-11-15,Electricity,796,296.26,Bezahlt
672,20,2023-12-15,Electricity,767,313.58,Bezahlt
673,20,2024-01-15,Electricity,851,284.35,Bezahlt
674,20,2024-02-15,Electricity,789,314.8,Bezahlt
675,20,2024-03-15,Electricity,714,240.72,Offen
676,20,2024-04-15,Electricity,517,208.92,Bezahlt
677,20,2024-05-15,Electricity,621,232.42,Bezahlt
678,20,2024-06-15,Electricity,392,169.24,Bezahlt
679,20,2024-07-15,Electricity,431,159.04,Bezahlt
680,20,2024-08-15,Electricity,453,156.75,Überfällig
681,20,2024-09-15,Electricity,675,247.44,Bezahlt
682,20,2024-10-15,Electricity,544,179.22,Bezahlt
683,20,2024-11-15,Electricity,766,309.24,Bezahlt
684,20,2024-12-15,Electricity,889,343.96,Bezahlt
685,20,2025-01-15,Electricity,730,246.89,Bezahlt
686,20,2025-02-15,Electricity,738,274.03,Bezahlt
687,20,2025-03-15,Electricity,558,198.06,Bezahlt
688,20,2025-04-15,Electricity,568,213.59,Bezahlt
689,20,2025-05-15,Electricity,584,212.25,Bezahlt
690,20,2025-06-15,Electricity,438,144.26,Bezahlt
691,21,2023-01-15,Electricity,791,262.61,Bezahlt
692,21,2023-01-15,Gas,3757,478.42,Bezahlt
693,21,2023-02-15,Electricity,733,244.66,Bezahlt
694,21,2023-02-15,Gas,4403,486.76,Überfällig
695,21,2023-03-15,Electricity,703,291.67,Bezahlt
696,21,2023-03-15,Gas,3605,386.75,Bezahlt
697,21,2023-04-15,Electricity,690,253.05,Bezahlt
698,21,2023-04-15,Gas,1920,255.1,Bezahlt
699,21,2023-05-15,Electricity,538,207.65,Bezahlt
700,21,2023-05-15,Gas,1044,135.99,Bezahlt
701,21,2023-06-15,Electricity,481,166.75,Bezahlt
702,21,2023-06-15,Gas,581,66.29,Offen
703,21,2023-07-15,Electricity,403,161.25,Bezahlt
704,21,2023-07-15,Gas,389,48.79,Offen
705,21,2023-08-15,Electricity,457,174.68,Bezahlt
706,21,2023-08-15,Gas,393,55.87,Offen
707,21,2023-09-15,Electricity,600,228.34,Bezahlt
708,21,2023-09-15,Gas,735,98.61,Bezahlt
709,21,2023-10-15,Electricity,600,241.64,Bezahlt
710,21,2023-10-15,Gas,1524,184.96,Bezahlt
711,21,2023-11-15,Electricity,762,248.76,Bezahlt
712,21,2023-11-15,Gas,3649,456.32,Bezahlt
713,21,2023-12-15,Electricity,815,279.52,Offen
714,21,2023-12-15,Gas,3797,406.16,Bezahlt
715,21,2024-01-15,Electricity,700,227.24,Offen
716,21,2024-01-15,Gas,5057,529.82,Bezahlt
717,21,2024-02-15,Electricity,799,271.76,Bezahlt
718,21,2024-02-15,Gas,4846,573.0,Bezahlt
719,21,2024-03-15,Electricity,668,240.68,Bezahlt
720,21,2024-03-15,Gas,4127,438.02,Bezahlt
721,21,2024-04-15,Electricity,671,279.66,Bezahlt
722,21,2024-04-15,Gas,2366,228.24,Bezahlt
723,21,2024-05-15,Electricity,675,216.84,Bezahlt
724,21,2024-05-15,Gas,1147,149.35,Bezahlt
725,21,2024-06-15,Electricity,515,211.89,Bezahlt
726,21,2024-06-15,Gas,453,53.85,Bezahlt
727,21,2024-07-15,Electricity,402,164.94,Bezahlt
728,21,2024-07-15,Gas,314,44.79,Offen
729,21,2024-08-15,Electricity,385,154.56,Offen
730,21,2024-08-15,Gas,380,55.09,Bezahlt
731,21,2024-09-15,Electricity,615,253.49,Bezahlt
732,21,2024-09-15,Gas,840,99.0,Bezahlt
733,21,2024-10-15,Electricity,542,214.16,Offen
734,21,2024-10-15,Gas,2051,264.89,Bezahlt
735,21,2024-11-15,Electricity,685,233.69,Bezahlt
736,21,2024-11-15,Gas,3233,379.95,Bezahlt
737,21,2024-12-15,Electricity,873,329.63,Bezahlt
738,21,2024-12-15,Gas,3572,380.8,Bezahlt
739,21,2025-01-15,Electricity,824,278.45,Bezahlt
740,21,2025-01-15,Gas,4048,388.49,Bezahlt
741,21,2025-02-15,Electricity,699,291.27,Bezahlt
742,21,2025-02-15,Gas,3593,462.87,Bezahlt
743,21,2025-03-15,Electricity,741,298.58,Bezahlt
744,21,2025-03-15,Gas,3169,378.4,Bezahlt
745,21,2025-04-15,Electricity,639,223.55,Offen
746,21,2025-04-15,Gas,2032,262.38,Bezahlt
747,21,2025-05-15,Electricity,660,217.42,Bezahlt
748,21,2025-05-15,Gas,817,82.86,Bezahlt
749,21,2025-06-15,Electricity,414,176.09,Bezahlt
750,21,2025-06-15,Gas,475,58.64,Bezahlt
751,22,2023-01-15,Electricity,1446,560.47,Bezahlt
752,22,2023-01-15,Gas,5197,530.85,Bezahlt
753,22,2023-02-15,Electricity,1784,714.84,Bezahlt
754,22,2023-02-15,Gas,4324,507.58,Bezahlt
755,22,2023-03-15,Electricity,1250,468.67,Bezahlt
756,22,2023-03-15,Gas,3080,324.79,Bezahlt
757,22,2023-04-15,Electricity,1358,506.56,Bezahlt
758,22,2023-04-15,Gas,2326,221.67,Überfällig
759,22,2023-05-15,Electricity,1119,434.58,Überfällig
760,22,2023-05-15,Gas,1040,120.58,Bezahlt
761,22,2023-06-15,Electricity,974,391.89,Bezahlt
762,22,2023-06-15,Gas,428,53.14,Bezahlt
763,22,2023-07-15,Electricity,894,318.62,Bezahlt
764,22,2023-07-15,Gas,322,49.36,Bezahlt
765,22,2023-08-15,Electricity,957,386.94,Bezahlt
766,22,2023-08-15,Gas,327,41.45,Bezahlt
767,22,2023-09-15,Electricity,1218,400.32,Bezahlt
768,22,2023-09-15,Gas,837,86.2,Überfällig
769,22,2023-10-15,Electricity,1273,437.57,Bezahlt
770,22,2023-10-15,Gas,2036,237.8,Bezahlt
771,22,2023-11-15,Electricity,1370,454.73,Bezahlt
772,22,2023-11-15,Gas,3789,364.88,Bezahlt
773,22,2023-12-15,Electricity,1518,507.28,Bezahlt
774,22,2023-12-15,Gas,4797,618.88,Bezahlt
775,22,2024-01-15,Electricity,1434,468.94,Bezahlt
776,22,2024-01-15,Gas,3664,430.92,Bezahlt
777,22,2024-02-15,Electricity,1479,515.05,Bezahlt
778,22,2024-02-15,Gas,4879,540.34,Bezahlt
779,22,2024-03-15,Electricity,1546,490.55,Bezahlt
780,22,2024-03-15,Gas,4063,505.07,Bezahlt
781,22,2024-04-15,Electricity,1233,464.05,Bezahlt
782,22,2024-04-15,Gas,2120,209.13,Bezahlt
783,22,2024-05-15,Electricity,1257,480.35,Bezahlt
784,22,2024-05-15,Gas,1088,144.43,Bezahlt
785,22,2024-06-15,Electricity,1090,351.03,Überfällig
786,22,2024-06-15,Gas,486,65.84,Bezahlt
787,22,2024-07-15,Electricity,816,302.25,Bezahlt
788,22,2024-07-15,Gas,335,49.16,Bezahlt
789,22,2024-08-15,Electricity,1024,331.75,Bezahlt
790,22,2024-08-15,Gas,402,54.84,Bezahlt
791,22,2024-09-15,Electricity,1364,518.06,Bezahlt
792,22,2024-09-15,Gas,800,85.98,Bezahlt
793,22,2024-10-15,Electricity,1207,423.29,Offen
794,22,2024-10-15,Gas,1860,183.66,Bezahlt
795,22,2024-11-15,Electricity,1744,574.74,Bezahlt
796,22,2024-11-15,Gas,3608,460.49,Bezahlt
797,22,2024-12-15,Electricity,1963,619.77,Bezahlt
798,22,2024-12-15,Gas,4009,525.29,Bezahlt
799,22,2025-01-15,Electricity,1710,593.96,Bezahlt
800,22,2025-01-15,Gas,4292,560.82,Bezahlt
801,22,2025-02-15,Electricity,1873,662.66,Bezahlt
802,22,2025-02-15,Gas,4360,507.64,Bezahlt
803,22,2025-03-15,Electricity,1240,409.8,Bezahlt
804,22,2025-03-15,Gas,3514,436.18,Bezahlt
805,22,2025-04-15,Electricity,1355,420.98,Bezahlt
806,22,2025-04-15,Gas,2393,316.53,Bezahlt
807,22,2025-05-15,Electricity,1358,551.99,Bezahlt
808,22,2025-05-15,Gas,1123,131.13,Offen
809,22,2025-06-15,Electricity,821,324.21,Bezahlt
810,22,2025-06-15,Gas,515,64.25,Offen
811,23,2023-01-15,Electricity,614,196.83,Bezahlt
812,23,2023-02-15,Electricity,550,225.68,Bezahlt
813,23,2023-03-15,Electricity,471,166.0,Bezahlt
814,23,2023-04-15,Electricity,530,208.28,Bezahlt
815,23,2023-05-15,Electricity,447,184.25,Bezahlt
816,23,2023-06-15,Electricity,303,114.62,Bezahlt
817,23,2023-07-15,Electricity,328,124.93,Bezahlt
818,23,2023-08-15,Electricity,368,123.11,Bezahlt
819,23,2023-09-15,Electricity,460,159.43,Bezahlt
820,23,2023-10-15,Electricity,492,174.64,Bezahlt
821,23,2023-11-15,Electricity,520,194.64,Bezahlt
822,23,2023-12-15,Electricity,561,233.45,Bezahlt
823,23,2024-01-15,Electricity,612,226.28,Bezahlt
824,23,2024-02-15,Electricity,550,193.73,Bezahlt
825,23,2024-03-15,Electricity,498,190.27,Bezahlt
826,23,2024-04-15,Electricity,527,223.25,Bezahlt
827,23,2024-05-15,Electricity,439,156.12,Bezahlt
828,23,2024-06-15,Electricity,399,133.57,Bezahlt
829,23,2024-07-15,Electricity,296,115.71,Bezahlt
830,23,2024-08-15,Electricity,323,124.1,Bezahlt
831,23,2024-09-15,Electricity,504,206.04,Bezahlt
832,23,2024-10-15,Electricity,455,187.66,Bezahlt
833,23,2024-11-15,Electricity,476,191.03,Bezahlt
834,23,2024-12-15,Electricity,732,265.16,Bezahlt
835,23,2025-01-15,Electricity,680,221.5,Bezahlt
836,23,2025-02-15,Electricity,556,222.93,Offen
837,23,2025-03-15,Electricity,469,196.49,Bezahlt
838,23,2025-04-15,Electricity,492,201.43,Bezahlt
839,23,2025-05-15,Electricity,475,168.61,Bezahlt
840,23,2025-06-15,Electricity,392,130.2,Bezahlt
841,24,2023-01-15,Electricity,785,294.57,Bezahlt
842,24,2023-02-15,Electricity,775,245.64,Offen
843,24,2023-03-15,Electricity,546,199.11,Bezahlt
844,24,2023-04-15,Electricity,553,181.99,Bezahlt
845,24,2023-05-15,Electricity,474,157.04,Bezahlt
846,24,2023-06-15,Electricity,429,148.71,Bezahlt
847,24,2023-07-15,Electricity,366,150.72,Bezahlt
848,24,2023-08-15,Electricity,426,175.25,Bezahlt
849,24,2023-09-15,Electricity,523,169.74,Bezahlt
850,24,2023-10-15,Electricity,515,176.81,Bezahlt
851,24,2023-11-15,Electricity,625,238.9,Bezahlt
852,24,2023-12-15,Electricity,815,289.62,Bezahlt
853,24,2024-01-15,Electricity,799,300.11,Bezahlt
854,24,2024-02-15,Electricity,670,216.58,Bezahlt
855,24,2024-03-15,Electricity,650,240.32,Bezahlt
856,24,2024-04-15,Electricity,474,197.97,Bezahlt
857,24,2024-05-15,Electricity,557,234.49,Bezahlt
858,24,2024-06-15,Electricity,451,160.74,Bezahlt
859,24,2024-07-15,Electricity,341,148.48,Bezahlt
860,24,2024-08-15,Electricity,340,144.4,Überfällig
861,24,2024-09-15,Electricity,502,172.7,Bezahlt
862,24,2024-10-15,Electricity,597,196.25,Bezahlt
863,24,2024-11-15,Electricity,572,220.94,Bezahlt
864,24,2024-12-15,Electricity,863,286.32,Bezahlt
865,24,2025-01-15,Electricity,734,302.01,Bezahlt
866,24,2025-02-15,Electricity,769,258.45,Bezahlt
867,24,2025-03-15,Electricity,551,200.02,Bezahlt
868,24,2025-04-15,Electricity,581,194.82,Bezahlt
869,24,2025-05-15,Electricity,618,227.71,Bezahlt
870,24,2025-06-15,Electricity,392,152.59,Bezahlt
871,25,2023-01-15,Electricity,278,114.22,Bezahlt
872,25,2023-01-15,Gas,2144,275.08,Bezahlt
873,25,2023-02-15,Electricity,230,100.36,Offen
874,25,2023-02-15,Gas,2127,272.13,Bezahlt
875,25,2023-03-15,Electricity,186,85.33,Bezahlt
876,25,2023-03-15,Gas,1510,204.63,Bezahlt
877,25,2023-04-15,Electricity,196,73.9,Bezahlt
878,25,2023-04-15,Gas,1099,121.79,Überfällig
879,25,2023-05-15,Electricity,180,77.87,Bezahlt
880,25,2023-05-15,Gas,545,77.6,Bezahlt
881,25,2023-06-15,Electricity,148,62.06,Bezahlt
882,25,2023-06-15,Gas,290,40.25,Bezahlt
883,25,2023-07-15,Electricity,142,69.03,Offen
884,25,2023-07-15,Gas,176,25.52,Bezahlt
885,25,2023-08-15,Electricity,118,49.57,Bezahlt
886,25,2023-08-15,Gas,180,30.93,Bezahlt
887,25,2023-09-15,Electricity,174,73.85,Überfällig
888,25,2023-09-15,Gas,390,50.17,Bezahlt
889,25,2023-10-15,Electricity,168,72.53,Bezahlt
890,25,2023-10-15,Gas,989,108.99,Bezahlt
891,25,2023-11-15,Electricity,224,91.53,Bezahlt
892,25,2023-11-15,Gas,1535,201.92,Bezahlt
893,25,2023-12-15,Electricity,309,108.59,Bezahlt
894,25,2023-12-15,Gas,2135,242.27,Bezahlt
895,25,2024-01-15,Electricity,220,78.62,Bezahlt
896,25,2024-01-15,Gas,2330,219.5,Offen
897,25,2024-02-15,Electricity,221,85.58,Bezahlt
898,25,2024-02-15,Gas,1905,193.15,Bezahlt
899,25,2024-03-15,Electricity,205,85.68,Bezahlt
900,25,2024-03-15,Gas,1850,211.31,Bezahlt
901,25,2024-04-15,Electricity,221,82.55,Offen
902,25,2024-04-15,Gas,896,125.13,Bezahlt
903,25,2024-05-15,Electricity,179,78.01,Bezahlt
904,25,2024-05-15,Gas,497,61.89,Bezahlt
905,25,2024-06-15,Electricity,164,68.03,Offen
906,25,2024-06-15,Gas,267,35.05,Bezahlt
907,25,2024-07-15,Electricity,128,53.61,Offen
908,25,2024-07-15,Gas,173,26.96,Bezahlt
909,25,2024-08-15,Electricity,135,55.43,Bezahlt
910,25,2024-08-15,Gas,189,28.74,Bezahlt
911,25,2024-09-15,Electricity,174,71.92,Bezahlt
912,25,2024-09-15,Gas,403,47.38,Bezahlt
913,25,2024-10-15,Electricity,204,88.33,Bezahlt
914,25,2024-10-15,Gas,768,89.17,Offen
915,25,2024-11-15,Electricity,269,112.8,Bezahlt
916,25,2024-11-15,Gas,2033,272.93,Bezahlt
917,25,2024-12-15,Electricity,238,87.13,Bezahlt
918,25,2024-12-15,Gas,2313,254.88,Bezahlt
919,25,2025-01-15,Electricity,290,106.58,Bezahlt
920,25,2025-01-15,Gas,2264,282.46,Bezahlt
921,25,2025-02-15,Electricity,263,99.52,Bezahlt
922,25,2025-02-15,Gas,1927,209.32,Bezahlt
923,25,2025-03-15,Electricity,232,91.98,Bezahlt
924,25,2025-03-15,Gas,1641,196.33,Bezahlt
925,25,2025-04-15,Electricity,173,70.9,Bezahlt
926,25,2025-04-15,Gas,1105,109.0,Überfällig
927,25,2025-05-15,Electricity,174,69.33,Bezahlt
928,25,2025-05-15,Gas,560,67.95,Bezahlt
929,25,2025-06-15,Electricity,165,72.11,Offen
930,25,2025-06-15,Gas,257,33.31,Bezahlt
931,26,2023-01-15,Electricity,542,180.59,Bezahlt
932,26,2023-02-15,Electricity,589,194.43,Bezahlt
933,26,2023-03-15,Electricity,457,158.19,Bezahlt
934,26,2023-04-15,Electricity,422,149.3,Bezahlt
935,26,2023-05-15,Electricity,416,159.21,Offen
936,26,2023-06-15,Electricity,370,141.85,Bezahlt
937,26,2023-07-15,Electricity,345,140.37,Bezahlt
938,26,2023-08-15,Electricity,302,121.14,Offen
939,26,2023-09-15,Electricity,450,183.57,Bezahlt
940,26,2023-10-15,Electricity,422,168.47,Bezahlt
941,26,2023-11-15,Electricity,548,230.9,Bezahlt
942,26,2023-12-15,Electricity,567,223.14,Bezahlt
943,26,2024-01-15,Electricity,618,220.65,Bezahlt
944,26,2024-02-15,Electricity,571,206.72,Bezahlt
945,26,2024-03-15,Electricity,523,170.21,Bezahlt
946,26,2024-04-15,Electricity,451,186.83,Offen
947,26,2024-05-15,Electricity,488,165.41,Bezahlt
948,26,2024-06-15,Electricity,328,123.05,Bezahlt
949,26,2024-07-15,Electricity,331,142.02,Bezahlt
950,26,2024-08-15,Electricity,355,123.89,Bezahlt
951,26,2024-09-15,Electricity,412,156.25,Bezahlt
952,26,2024-10-15,Electricity,398,165.76,Bezahlt
953,26,2024-11-15,Electricity,547,208.03,Bezahlt
954,26,2024-12-15,Electricity,590,217.82,Bezahlt
955,26,2025-01-15,Electricity,647,207.93,Bezahlt
956,26,2025-02-15,Electricity,644,220.96,Bezahlt
957,26,2025-03-15,Electricity,554,198.91,Bezahlt
958,26,2025-04-15,Electricity,512,190.42,Überfällig
