transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
253,2022-06-26,3,33,86,6,14378,37.91,Approved,Direktvergabe,286,2022-06-27,PO-907229,
254,2023-12-22,2,36,90,6,15094,1036.77,Approved,Vertrag,397,2023-12-27,,VTR-2024-6765
255,2022-10-15,1,40,69,8,17918,4809.35,Approved,Ausschreibung,564,2022-10-16,,VTR-2022-6208
256,2024-04-21,1,26,65,8,1850,4077.65,Pending,Direktvergabe,,,,
257,2023-10-12,2,10,175,2,6574,74.1,Approved,Vertrag,70,2023-10-14,PO-283195,VTR-2022-8970
258,2024-02-19,1,22,132,6,8853,1200.05,Approved,Ausschreibung,768,2024-02-20,PO-402021,
259,2024-10-12,2,31,101,9,10914,450.3,Approved,Ausschreibung,70,2024-10-18,PO-636308,VTR-2022-4318
260,2024-09-12,1,39,5,3,395,3339.86,Approved,Direktvergabe,120,2024-09-15,PO-306526,VTR-2025-1673
261,2023-12-21,2,36,146,9,2546,160.73,Approved,Direktvergabe,131,2023-12-22,PO-352709,
262,2023-12-17,1,21,76,15,18277,3503.51,Approved,Direktvergabe,729,2023-12-20,PO-807226,
263,2024-11-09,1,34,95,15,9560,4853.59,Pending,Vertrag,,,,
264,2023-08-20,1,31,117,7,16962,941.73,Approved,Direktvergabe,574,2023-08-27,PO-712985,VTR-2022-2814
265,2023-08-17,1,20,169,3,6379,4276.79,Rejected,Ausschreibung,383,2023-08-24,PO-506282,
266,2024-03-04,2,38,178,3,12986,32.44,Approved,Vertrag,420,2024-03-10,PO-211375,
267,2023-10-07,2,30,12,4,17021,694.08,Approved,Vertrag,766,2023-10-09,,
268,2022-12-27,1,33,84,6,780,2957.52,Pending,Vertrag,,,PO-105868,VTR-2024-5642
269,2022-09-08,1,28,29,7,3314,1004.73,Approved,Vertrag,411,2022-09-09,PO-984774,
270,2024-03-06,3,10,20,2,4588,1963.37,Approved,Vertrag,823,2024-03-10,PO-578443,
271,2023-02-21,2,32,97,6,15353,1852.04,Approved,Ausschreibung,27,2023-02-26,PO-732831,VTR-2022-8416
272,2022-12-01,1,21,1,2,1751,4849.98,Approved,Direktvergabe,300,2022-12-05,PO-490000,
273,2023-11-28,2,40,189,11,18756,1311.95,Approved,Direktvergabe,494,2023-12-05,,VTR-2020-6429
274,2022-08-17,1,24,27,5,19777,4275.04,Approved,Vertrag,648,2022-08-22,PO-185812,VTR-2025-3921
275,2022-04-01,1,18,177,3,1283,2457.95,Approved,Direktvergabe,917,2022-04-08,PO-811655,VTR-2022-5535
276,2022-12-07,1,34,80,13,6348,4512.99,Approved,Vertrag,640,2022-12-11,,VTR-2023-6166
277,2023-10-12,1,28,134,15,6165,393.62,Approved,Direktvergabe,791,2023-10-19,PO-530389,VTR-2021-6697
278,2023-11-28,3,17,103,14,8683,313.0,Approved,Direktvergabe,541,2023-12-01,PO-807553,VTR-2025-4615
279,2022-02-11,2,24,49,13,2916,376.11,Approved,Direktvergabe,863,2022-02-16,PO-367962,
280,2022-09-28,1,20,50,12,6379,1170.86,Pending,Vertrag,,,,VTR-2020-4995
281,2024-11-23,3,26,46,7,18204,1685.64,Approved,Ausschreibung,689,2024-11-26,,VTR-2020-3463
282,2024-01-21,2,25,16,3,1220,1268.12,Pending,Ausschreibung,,,PO-593628,
283,2023-08-28,2,27,190,5,11153,1046.86,Approved,Ausschreibung,237,2023-08-31,PO-409429,
284,2024-01-17,1,21,117,14,16536,2330.96,Approved,Ausschreibung,566,2024-01-21,,VTR-2024-6543
285,2024-07-05,1,14,110,13,15599,1334.13,Approved,Ausschreibung,96,2024-07-09,,VTR-2023-3226
286,2023-10-10,2,23,109,5,18963,1025.69,Approved,Ausschreibung,573,2023-10-16,,
287,2024-05-24,2,38,90,14,15659,1506.09,Approved,Vertrag,259,2024-05-25,PO-807441,
288,2024-07-23,2,37,115,14,3137,33.54,Pending,Vertrag,,,PO-652069,VTR-2024-7111
289,2023-09-22,2,34,50,8,14440,1565.37,Approved,Vertrag,761,2023-09-26,PO-228860,
290,2023-04-29,2,18,96,14,16062,241.79,Approved,Vertrag,631,2023-05-05,PO-464400,
291,2023-05-30,1,24,67,2,802,411.1,Approved,Ausschreibung,865,2023-06-03,PO-103253,VTR-2022-7988
292,2022-01-30,3,33,84,7,12859,1070.23,Approved,Direktvergabe,668,2022-02-06,PO-166770,VTR-2023-9448
293,2022-01-18,2,20,97,5,9635,1066.11,Approved,Vertrag,733,2022-01-21,,VTR-2020-9071
294,2024-05-29,2,18,129,1,9448,853.34,Approved,Direktvergabe,153,2024-06-02,PO-384829,
295,2024-04-28,2,33,160,7,1050,1251.61,Approved,Vertrag,831,2024-05-04,PO-268834,
296,2023-04-03,1,18,177,5,19331,2662.81,Approved,Direktvergabe,934,2023-04-04,PO-256304,VTR-2024-6691
297,2023-08-28,2,32,151,13,10035,736.08,Approved,Vertrag,945,2023-08-31,PO-473194,VTR-2024-6032
298,2022-12-09,1,24,145,1,14744,3987.61,Approved,Vertrag,892,2022-12-16,,VTR-2024-2953
299,2023-07-24,1,22,180,2,16406,4864.78,Approved,Vertrag,164,2023-07-30,,
300,2023-02-18,3,34,167,6,16482,448.69,Approved,Ausschreibung,722,2023-02-19,,VTR-2021-9748
301,2024-07-07,1,36,9,9,10195,4694.25,Approved,Vertrag,509,2024-07-10,PO-913560,
302,2025-04-14,1,34,161,1,4156,2891.01,Approved,Vertrag,897,2025-04-17,PO-777196,VTR-2022-7465
303,2023-12-24,1,27,197,2,1615,4906.62,Approved,Ausschreibung,136,2023-12-26,PO-647059,VTR-2022-6030
304,2023-11-07,2,34,133,9,8887,948.96,Approved,Vertrag,451,2023-11-13,PO-632358,
305,2022-06-01,1,36,85,1,12630,64.65,Approved,Direktvergabe,222,2022-06-03,PO-482449,VTR-2020-3489
306,2023-02-17,1,29,64,2,7888,1301.05,Approved,Vertrag,576,2023-02-21,PO-797831,VTR-2021-7882
307,2024-12-24,2,37,175,11,16271,542.44,Approved,Vertrag,530,2024-12-29,PO-226872,
308,2023-03-24,2,32,29,6,6772,1145.79,Approved,Direktvergabe,206,2023-03-29,,VTR-2021-6045
309,2023-02-08,3,19,152,14,19276,1023.02,Approved,Direktvergabe,542,2023-02-13,PO-576987,VTR-2021-7590
310,2022-06-29,1,14,149,10,9798,565.95,Approved,Vertrag,146,2022-07-05,,VTR-2024-8215
311,2024-10-03,2,19,103,5,13340,45.41,Approved,Vertrag,432,2024-10-10,,VTR-2020-8931
312,2025-05-31,3,12,134,5,12641,1151.11,Approved,Vertrag,493,2025-06-02,PO-255074,VTR-2025-2908
313,2024-01-17,2,37,118,13,10329,1694.57,Approved,Ausschreibung,924,2024-01-23,PO-758924,VTR-2025-5049
314,2022-01-29,1,37,194,3,5066,460.56,Approved,Vertrag,650,2022-02-03,PO-943733,
315,2023-04-06,2,27,176,4,16388,384.68,Approved,Vertrag,547,2023-04-11,PO-768981,
316,2024-08-01,2,32,77,5,6692,830.62,Approved,Direktvergabe,993,2024-08-06,PO-796215,VTR-2024-5172
317,2025-03-31,2,30,9,7,13542,837.11,Approved,Vertrag,10,2025-04-07,,VTR-2023-6504
318,2023-11-03,1,30,52,7,13528,197.46,Approved,Direktvergabe,963,2023-11-08,PO-389448,VTR-2023-2910
319,2022-07-05,2,37,167,12,6357,1853.52,Approved,Vertrag,381,2022-07-08,PO-533041,VTR-2023-1207
320,2025-04-16,1,18,50,9,3735,4305.56,Pending,Direktvergabe,,,PO-161904,
321,2022-05-09,1,28,13,6,5000,4328.99,Approved,Ausschreibung,511,2022-05-11,,
322,2023-08-12,1,10,52,9,5460,3937.77,Pending,Direktvergabe,,,PO-292799,
323,2023-07-22,2,23,5,6,8182,1137.74,Pending,Ausschreibung,,,PO-165242,VTR-2021-9829
324,2023-01-15,1,18,192,4,9096,1960.39,Approved,Direktvergabe,928,2023-01-17,PO-861353,
325,2024-12-12,2,32,66,13,9302,1488.37,Approved,Direktvergabe,433,2024-12-19,PO-713900,VTR-2025-8540
326,2022-09-30,1,19,105,5,10804,726.59,Approved,Direktvergabe,618,2022-10-01,PO-147070,VTR-2022-2339
327,2025-04-22,2,38,87,13,11385,971.02,Approved,Vertrag,187,2025-04-24,PO-578932,VTR-2024-5933
328,2022-10-06,1,25,174,5,5231,3942.16,Approved,Ausschreibung,758,2022-10-08,PO-882938,VTR-2025-8267
329,2022-04-14,3,20,171,14,19431,1495.94,Approved,Ausschreibung,172,2022-04-19,,VTR-2022-5018
330,2024-07-28,1,11,177,6,12869,4445.58,Approved,Ausschreibung,340,2024-08-03,,VTR-2022-2968
331,2023-04-21,2,30,8,10,18183,1073.73,Approved,Vertrag,992,2023-04-27,PO-188242,
332,2022-02-09,1,14,53,4,4944,4077.93,Approved,Ausschreibung,944,2022-02-11,,VTR-2023-7625
333,2025-04-06,2,24,9,8,16870,653.09,Approved,Vertrag,116,2025-04-12,PO-410437,
334,2022-04-30,1,23,187,5,12103,1585.3,Pending,Direktvergabe,,,PO-369351,
335,2022-07-14,1,39,9,10,6639,2378.14,Approved,Vertrag,712,2022-07-15,PO-140725,
336,2024-08-01,3,23,186,13,17957,447.5,Approved,Vertrag,492,2024-08-05,PO-205443,VTR-2020-8907
337,2022-04-05,2,39,62,7,12364,1276.2,Approved,Direktvergabe,906,2022-04-09,PO-236532,VTR-2022-6500
338,2022-07-30,1,16,84,13,18457,4476.76,Approved,Ausschreibung,234,2022-08-01,PO-223367,VTR-2022-1563
339,2024-12-04,2,26,95,4,9060,567.75,Approved,Direktvergabe,175,2024-12-11,PO-385860,
340,2022-02-25,3,21,16,10,10924,542.43,Approved,Ausschreibung,373,2022-03-03,PO-534149,
341,2022-04-07,1,19,183,6,16262,1728.39,Approved,Vertrag,697,2022-04-08,PO-744281,
342,2023-08-26,3,22,33,7,14045,1495.54,Pending,Direktvergabe,,,PO-473017,VTR-2020-5230
343,2025-03-13,2,32,6,5,10340,1286.26,Approved,Direktvergabe,462,2025-03-18,,VTR-2021-3378
344,2023-11-25,1,37,42,4,7787,2842.11,Approved,Vertrag,783,2023-11-29,PO-718034,VTR-2023-7789
345,2022-12-11,1,33,87,14,19978,1771.05,Approved,Vertrag,250,2022-12-16,PO-497613,VTR-2025-1940
346,2024-05-11,3,33,110,15,7196,309.73,Approved,Vertrag,767,2024-05-16,PO-377706,VTR-2025-1257
347,2022-04-09,1,33,159,5,14142,876.77,Approved,Ausschreibung,180,2022-04-13,,VTR-2023-5845
348,2023-10-09,1,33,42,11,4920,4541.42,Approved,Direktvergabe,658,2023-10-14,,
349,2022-03-29,2,23,157,4,949,1300.85,Pending,Vertrag,,,,
350,2024-02-11,3,21,199,7,12197,566.71,Approved,Direktvergabe,493,2024-02-16,PO-806280,VTR-2022-7006
351,2023-04-10,2,16,170,13,9729,1899.04,Approved,Direktvergabe,635,2023-04-12,PO-547251,VTR-2020-5472
352,2023-12-25,2,21,194,11,1502,984.02,Approved,Direktvergabe,55,2023-12-27,PO-655054,VTR-2024-4194
353,2022-01-06,2,40,141,4,15807,452.83,Approved,Vertrag,63,2022-01-10,,
354,2024-02-12,2,33,107,11,791,1746.73,Approved,Ausschreibung,530,2024-02-18,,VTR-2024-6028
355,2025-03-02,1,34,78,8,8741,4437.74,Approved,Vertrag,697,2025-03-06,PO-222547,VTR-2021-1758
356,2024-01-13,1,13,34,8,19701,1361.32,Approved,Vertrag,715,2024-01-20,PO-787695,VTR-2021-4382
357,2024-09-16,1,13,121,4,19131,2892.76,Approved,Vertrag,224,2024-09-19,PO-971706,VTR-2021-7205
358,2023-05-01,1,33,38,6,3690,2470.74,Approved,Vertrag,337,2023-05-07,,
359,2025-03-06,1,11,155,4,19793,2851.19,Approved,Ausschreibung,171,2025-03-12,PO-766637,
360,2024-05-10,2,40,143,11,5149,952.99,Approved,Ausschreibung,168,2024-05-11,PO-715423,
361,2022-09-28,1,19,66,3,8437,3009.91,Approved,Direktvergabe,537,2022-10-04,PO-851521,VTR-2020-5222
362,2022-08-24,3,26,103,11,4451,1840.53,Rejected,Vertrag,882,2022-08-27,PO-644613,VTR-2021-8015
363,2024-08-02,3,24,39,15,14610,1619.06,Approved,Vertrag,366,2024-08-03,PO-283901,VTR-2020-4186
364,2022-10-05,2,17,132,9,3678,45.61,Approved,Direktvergabe,365,2022-10-08,,
365,2022-11-21,3,32,70,9,12365,1949.76,Approved,Direktvergabe,260,2022-11-28,,
366,2022-03-29,2,37,144,10,18662,1494.67,Approved,Ausschreibung,622,2022-04-01,PO-940535,VTR-2025-9967
367,2025-03-14,1,14,3,9,15364,980.36,Approved,Direktvergabe,377,2025-03-17,PO-853014,VTR-2020-4158
368,2023-11-03,1,19,144,9,294,2250.67,Rejected,Ausschreibung,413,2023-11-08,,VTR-2024-5777
369,2023-05-30,2,28,193,14,12331,1208.37,Approved,Vertrag,986,2023-06-04,,
370,2023-03-03,1,14,66,14,13500,1032.08,Approved,Direktvergabe,974,2023-03-08,PO-508461,VTR-2025-5771
371,2024-09-05,3,18,64,3,13218,1469.49,Approved,Ausschreibung,305,2024-09-09,,
372,2025-02-22,1,38,79,1,13122,3418.2,Approved,Direktvergabe,48,2025-02-28,,
373,2023-06-05,2,33,63,14,13726,976.9,Approved,Direktvergabe,455,2023-06-08,PO-236795,
374,2023-11-13,2,17,101,11,8916,1533.18,Approved,Vertrag,525,2023-11-14,PO-605878,VTR-2022-6579
375,2024-07-21,1,20,66,11,12990,816.69,Pending,Ausschreibung,,,,
376,2022-07-10,1,14,15,15,4710,998.26,Approved,Ausschreibung,692,2022-07-16,PO-141815,VTR-2024-4506
377,2024-07-03,1,29,46,14,18328,2396.71,Approved,Ausschreibung,756,2024-07-08,PO-834652,VTR-2023-2384
378,2024-06-05,1,15,66,6,7200,4541.58,Approved,Ausschreibung,871,2024-06-07,PO-851752,VTR-2021-9886
379,2022-10-02,1,31,170,3,7442,75.63,Approved,Vertrag,642,2022-10-07,PO-621389,
380,2024-04-26,2,27,150,1,3341,971.94,Approved,Ausschreibung,498,2024-04-28,PO-467904,VTR-2025-2406
381,2024-01-22,3,10,71,8,13839,1664.67,Approved,Direktvergabe,421,2024-01-25,,
382,2023-01-18,3,37,93,1,11112,266.95,Approved,Ausschreibung,234,2023-01-23,PO-580563,
383,2022-03-25,2,19,127,10,2953,1283.11,Approved,Ausschreibung,758,2022-03-31,PO-529028,VTR-2022-6480
384,2024-10-09,2,35,171,9,11272,1831.57,Approved,Ausschreibung,361,2024-10-14,PO-668563,VTR-2021-7447
385,2025-04-22,3,12,133,14,19427,1821.11,Approved,Direktvergabe,842,2025-04-29,PO-593077,VTR-2022-6268
386,2023-04-06,3,30,113,11,5974,697.05,Pending,Ausschreibung,,,PO-209624,
387,2023-12-15,2,29,129,15,15803,410.3,Approved,Direktvergabe,284,2023-12-21,PO-467998,
388,2023-10-04,1,11,35,10,19351,4170.92,Approved,Ausschreibung,586,2023-10-07,PO-295463,
389,2023-08-12,2,34,117,2,18865,649.49,Approved,Vertrag,633,2023-08-17,PO-319426,
390,2024-08-07,1,14,7,8,2262,1499.62,Approved,Vertrag,625,2024-08-08,PO-945857,
391,2024-08-14,3,19,123,5,6657,552.69,Approved,Vertrag,991,2024-08-21,PO-108337,
392,2022-03-22,2,33,162,7,13909,1879.17,Pending,Ausschreibung,,,,VTR-2025-4632
393,2023-04-26,2,13,152,11,778,306.02,Approved,Direktvergabe,85,2023-04-28,PO-350449,
394,2025-06-03,2,35,49,9,12813,409.34,Approved,Direktvergabe,768,2025-06-08,PO-453087,VTR-2025-5633
395,2024-05-13,2,37,71,15,4143,1013.72,Approved,Vertrag,953,2024-05-20,PO-925768,VTR-2022-8092
396,2024-06-14,2,13,185,15,14073,67.83,Approved,Ausschreibung,964,2024-06-15,PO-645168,VTR-2025-9037
397,2025-02-22,1,33,71,1,731,4476.1,Approved,Direktvergabe,912,2025-02-25,PO-341445,
398,2023-01-25,3,38,162,1,19852,1996.02,Pending,Direktvergabe,,,,VTR-2020-9803
399,2022-10-12,1,15,188,1,16831,362.06,Approved,Vertrag,23,2022-10-14,PO-909595,
400,2024-08-18,2,34,30,10,3765,104.62,Approved,Ausschreibung,940,2024-08-20,PO-967064,VTR-2023-7974
401,2022-11-14,2,32,52,8,3705,986.6,Approved,Ausschreibung,394,2022-11-15,PO-302294,
402,2022-11-14,2,21,115,2,19116,1795.46,Approved,Ausschreibung,591,2022-11-15,,VTR-2022-5398
403,2024-06-13,3,19,113,10,17947,173.73,Approved,Vertrag,723,2024-06-20,PO-222759,VTR-2022-6823
404,2023-12-13,2,24,83,15,6790,661.19,Pending,Direktvergabe,,,PO-102320,VTR-2022-4010
405,2024-09-21,1,16,150,8,5264,4511.89,Approved,Vertrag,644,2024-09-27,,VTR-2023-3647
406,2022-05-16,1,36,46,4,7744,2661.27,Approved,Direktvergabe,581,2022-05-21,,
407,2022-07-16,1,31,26,11,18084,473.53,Pending,Direktvergabe,,,PO-911090,
408,2023-09-23,1,27,52,6,12646,2655.94,Approved,Vertrag,945,2023-09-26,,
409,2022-08-05,2,13,158,1,17332,390.25,Approved,Ausschreibung,567,2022-08-09,PO-113534,VTR-2025-4037
410,2022-05-06,2,21,188,2,8279,728.09,Approved,Vertrag,355,2022-05-11,PO-741679,VTR-2023-7867
411,2022-05-19,3,35,108,5,73,728.83,Approved,Vertrag,311,2022-05-23,PO-785375,
412,2024-12-05,3,20,151,15,15669,612.98,Pending,Vertrag,,,PO-802299,VTR-2020-1684
413,2022-09-22,1,10,21,7,2306,3167.5,Approved,Ausschreibung,270,2022-09-24,PO-140708,VTR-2021-1071
414,2024-01-23,2,18,75,6,5995,625.09,Approved,Direktvergabe,751,2024-01-30,,VTR-2021-6227
415,2023-01-02,1,25,149,4,15731,1055.99,Approved,Direktvergabe,142,2023-01-04,,VTR-2021-4512
416,2025-03-30,1,34,67,7,5173,3676.8,Approved,Direktvergabe,728,2025-04-03,PO-776631,VTR-2024-7971
417,2024-02-04,3,39,138,1,4284,1335.07,Approved,Vertrag,895,2024-02-05,PO-166827,
418,2024-02-26,2,33,115,14,18438,812.98,Approved,Vertrag,789,2024-03-01,PO-568264,VTR-2024-8142
419,2022-05-19,1,11,115,5,14444,1362.11,Approved,Ausschreibung,191,2022-05-25,PO-908238,VTR-2025-3918
420,2025-03-15,2,36,84,11,11456,636.02,Approved,Direktvergabe,802,2025-03-21,PO-832984,VTR-2025-2966
421,2025-04-04,1,23,42,15,19707,2414.34,Approved,Direktvergabe,617,2025-04-09,,
422,2024-02-05,3,25,157,5,8479,840.34,Rejected,Direktvergabe,448,2024-02-06,,VTR-2020-6263
423,2022-03-13,3,30,15,11,9338,1250.74,Approved,Ausschreibung,185,2022-03-19,,VTR-2025-1560
424,2022-10-15,3,34,196,4,6366,659.87,Approved,Vertrag,478,2022-10-22,PO-500830,VTR-2025-2146
425,2022-06-08,2,35,101,7,8678,33.83,Approved,Ausschreibung,819,2022-06-12,PO-305695,VTR-2022-4963
426,2025-01-12,1,31,40,1,7639,3224.66,Approved,Direktvergabe,59,2025-01-18,PO-701345,VTR-2024-4283
427,2022-11-18,3,34,53,2,10499,423.93,Approved,Direktvergabe,608,2022-11-25,PO-821412,VTR-2022-9284
428,2024-01-02,2,25,43,10,9347,1318.17,Approved,Vertrag,302,2024-01-06,,VTR-2023-6697
429,2025-02-16,1,16,143,13,12974,2260.47,Approved,Vertrag,309,2025-02-17,PO-542096,
430,2025-06-28,1,17,5,8,4798,4786.02,Approved,Direktvergabe,629,2025-07-01,PO-489681,VTR-2023-6578
431,2023-11-22,1,21,178,6,7433,380.01,Approved,Ausschreibung,42,2023-11-28,PO-342448,VTR-2023-8696
432,2024-11-12,1,27,81,15,9959,3023.66,Approved,Ausschreibung,473,2024-11-16,PO-989876,
433,2022-01-21,2,18,1,9,8906,1819.18,Approved,Vertrag,524,2022-01-28,,
434,2023-12-07,1,34,174,7,2463,1882.66,Approved,Vertrag,992,2023-12-09,PO-949333,
435,2025-05-07,1,33,43,14,8927,1559.48,Approved,Vertrag,884,2025-05-11,PO-375994,VTR-2021-5467
436,2022-08-29,1,26,6,12,2587,2474.63,Approved,Ausschreibung,462,2022-09-01,PO-710669,
437,2022-03-23,3,33,24,5,1548,1855.19,Approved,Ausschreibung,379,2022-03-28,PO-630195,VTR-2024-7698
438,2024-04-28,1,34,137,13,17047,937.1,Approved,Vertrag,373,2024-05-01,,
439,2022-07-25,1,13,142,6,5887,897.6,Approved,Vertrag,52,2022-07-29,,VTR-2022-4069
440,2022-07-15,2,32,97,8,2186,640.48,Approved,Direktvergabe,620,2022-07-17,PO-571708,VTR-2023-2456
441,2022-10-21,2,11,37,2,18099,1023.23,Approved,Vertrag,349,2022-10-23,PO-927548,VTR-2020-6336
442,2025-05-29,1,14,136,3,10476,3559.05,Approved,Vertrag,389,2025-05-31,PO-487892,VTR-2023-9469
443,2022-01-31,2,34,173,10,4689,217.56,Approved,Vertrag,479,2022-02-01,PO-731975,
444,2024-05-06,3,35,86,1,10626,110.26,Approved,Ausschreibung,684,2024-05-09,,VTR-2023-4551
445,2022-04-23,2,20,123,2,6221,1087.96,Approved,Direktvergabe,448,2022-04-28,PO-297219,
446,2023-02-02,1,11,124,3,8718,119.47,Approved,Ausschreibung,918,2023-02-05,PO-588543,VTR-2025-7677
447,2024-07-09,2,31,81,5,15914,169.75,Pending,Vertrag,,,PO-193724,VTR-2023-6404
448,2023-12-22,2,22,5,2,4429,408.59,Approved,Vertrag,94,2023-12-26,PO-550043,VTR-2021-7270
449,2025-05-22,1,10,72,12,14016,953.9,Pending,Direktvergabe,,,,VTR-2024-9363
450,2023-10-11,2,24,183,2,15562,1924.14,Approved,Ausschreibung,274,2023-10-17,,VTR-2020-2134
451,2025-01-05,3,33,34,13,4484,1368.99,Approved,Ausschreibung,129,2025-01-11,PO-516612,VTR-2025-2365
452,2023-11-06,3,28,189,4,17016,1836.39,Approved,Vertrag,297,2023-11-10,PO-684418,VTR-2024-4590
453,2025-05-04,2,26,117,14,9492,1390.61,Pending,Direktvergabe,,,,VTR-2025-2975
454,2024-10-24,2,34,30,8,11971,54.34,Pending,Direktvergabe,,,PO-415894,VTR-2022-9164
455,2022-05-15,1,20,112,15,6777,1336.56,Pending,Ausschreibung,,,PO-798865,VTR-2023-1267
456,2024-07-16,1,35,104,8,13196,2194.34,Approved,Ausschreibung,284,2024-07-22,PO-405314,VTR-2020-8142
457,2023-03-24,1,25,3,10,18221,1554.05,Approved,Vertrag,747,2023-03-26,,VTR-2023-6335
458,2023-04-28,1,40,80,7,6391,1920.66,Approved,Ausschreibung,429,2023-05-04,,
459,2022-07-01,3,39,152,10,3939,455.92,Approved,Direktvergabe,324,2022-07-08,PO-633080,
460,2024-06-10,3,40,27,5,17325,332.1,Approved,Vertrag,632,2024-06-13,PO-564651,VTR-2023-5832
461,2023-06-13,2,28,105,12,17228,866.96,Approved,Direktvergabe,717,2023-06-18,,
462,2023-09-25,1,32,35,15,10350,3711.7,Rejected,Vertrag,754,2023-10-02,PO-287208,VTR-2020-9253
463,2022-08-30,3,11,111,15,10713,400.02,Approved,Vertrag,444,2022-09-02,PO-903877,VTR-2023-5611
464,2023-11-25,3,26,75,14,5464,1562.21,Approved,Vertrag,825,2023-11-30,PO-630359,
465,2024-10-06,3,23,158,4,10997,1224.09,Rejected,Ausschreibung,854,2024-10-10,,VTR-2022-6369
466,2024-09-11,3,35,117,8,5311,544.51,Approved,Ausschreibung,868,2024-09-16,PO-545627,
467,2022-08-19,2,37,136,11,2701,29.56,Approved,Direktvergabe,73,2022-08-21,PO-488856,VTR-2021-8964
468,2023-08-02,1,33,15,14,10992,3440.54,Rejected,Direktvergabe,406,2023-08-04,PO-260658,
469,2024-01-10,1,14,151,8,13871,3390.74,Approved,Ausschreibung,960,2024-01-15,PO-544908,VTR-2023-9523
470,2024-05-28,1,30,10,11,17152,3020.08,Approved,Ausschreibung,764,2024-06-02,PO-759384,
471,2024-04-07,1,37,120,8,19369,648.5,Approved,Direktvergabe,268,2024-04-14,PO-754488,
472,2023-04-28,1,29,177,9,17483,3961.03,Approved,Vertrag,398,2023-05-01,PO-260624,
473,2024-11-03,3,19,168,14,16496,1790.33,Approved,Vertrag,292,2024-11-10,,VTR-2022-1152
474,2025-04-28,1,19,72,1,14233,4938.91,Rejected,Direktvergabe,688,2025-05-03,PO-222740,
475,2022-06-29,2,10,53,8,6124,57.81,Approved,Vertrag,512,2022-07-03,,VTR-2025-8406
476,2023-06-12,2,34,82,13,10856,923.76,Approved,Vertrag,274,2023-06-18,PO-236710,VTR-2022-6601
477,2024-04-28,1,13,35,9,1749,3072.49,Approved,Direktvergabe,738,2024-05-04,PO-524310,VTR-2023-5839
478,2024-06-02,3,17,51,11,3910,1443.73,Approved,Direktvergabe,367,2024-06-08,PO-226309,VTR-2020-7174
479,2024-10-01,1,36,61,10,1377,1300.79,Approved,Vertrag,869,2024-10-06,PO-833565,VTR-2023-9624
480,2022-07-09,3,15,185,2,18304,905.49,Pending,Direktvergabe,,,PO-553740,
481,2024-02-07,3,16,191,8,15964,238.12,Pending,Ausschreibung,,,PO-389845,
482,2022-05-19,1,22,149,1,767,4002.28,Approved,Direktvergabe,318,2022-05-23,,VTR-2022-9303
483,2023-12-24,2,18,150,2,12759,1358.8,Approved,Ausschreibung,814,2023-12-30,PO-214230,
484,2023-06-13,1,37,97,9,1393,135.18,Approved,Direktvergabe,172,2023-06-19,PO-998247,VTR-2020-4507
485,2025-03-19,1,20,13,4,18209,1355.82,Approved,Vertrag,473,2025-03-22,PO-440700,
486,2022-12-21,2,20,1,10,16273,300.0,Approved,Ausschreibung,115,2022-12-24,,VTR-2021-5010
487,2024-11-14,1,32,128,12,19743,758.12,Approved,Direktvergabe,905,2024-11-19,PO-143175,VTR-2020-5850
488,2023-04-07,1,17,81,5,18465,2848.22,Approved,Vertrag,544,2023-04-12,PO-172013,VTR-2023-7216
489,2022-04-13,1,40,39,1,11554,3673.63,Pending,Direktvergabe,,,PO-413891,
490,2024-09-11,3,34,159,11,2210,480.25,Rejected,Vertrag,438,2024-09-17,PO-394411,
491,2025-02-27,1,27,139,13,928,4063.15,Rejected,Vertrag,466,2025-03-02,PO-673942,VTR-2021-1448
492,2023-11-29,1,32,138,15,5976,889.01,Pending,Ausschreibung,,,,VTR-2020-1732
493,2024-08-18,3,25,117,7,5140,731.6,Approved,Ausschreibung,874,2024-08-20,PO-187525,VTR-2022-8562
494,2024-04-27,3,38,94,10,16040,1278.46,Approved,Direktvergabe,993,2024-05-01,PO-833437,VTR-2023-9892
495,2022-02-09,2,37,41,5,12479,725.32,Approved,Ausschreibung,699,2022-02-13,PO-923761,
496,2023-08-22,2,36,57,15,8820,1311.64,Pending,Ausschreibung,,,PO-245192,VTR-2021-2358
497,2023-03-11,2,16,116,12,18918,1838.33,Approved,Ausschreibung,129,2023-03-18,,VTR-2021-6008
498,2024-05-23,1,18,80,10,3826,2032.28,Approved,Ausschreibung,687,2024-05-25,PO-865566,VTR-2021-1883
499,2023-07-07,1,15,157,14,1549,3354.75,Rejected,Direktvergabe,222,2023-07-11,PO-678930,VTR-2024-1512
500,2022-03-01,1,32,30,9,4146,3580.71,Approved,Direktvergabe,143,2022-03-07,PO-921764,VTR-2024-6628
501,2023-07-09,2,40,45,1,15447,547.84,Approved,Ausschreibung,614,2023-07-10,PO-613427,VTR-2020-5837
502,2024-05-14,2,35,182,1,11441,298.02,Approved,Direktvergabe,267,2024-05-15,PO-887241,VTR-2022-8757
503,2024-10-03,2,24,28,11,12090,1282.63,Approved,Ausschreibung,308,2024-10-10,PO-273008,VTR-2023-9476
504,2024-12-24,3,24,35,14,11528,1666.61,Approved,Direktvergabe,898,2024-12-31,,
